user_id,order_number,product_id,add_to_cart_order
61,11,2150,16
62,15,2163,1
62,15,2165,2
62,15,220,3
62,15,2192,4
62,15,141,5
62,15,476,6
62,15,2198,7
62,15,2184,8
63,7,2211,1
63,7,2212,2
63,7,2213,3
63,7,647,4
63,7,394,5
63,7,2207,6
63,7,2204,7
64,25,0,1
64,25,826,2
64,25,6,3
65,6,2234,1
65,6,645,2
65,6,199,3
65,6,477,4
66,5,2250,1
66,5,259,2
66,5,1951,4
66,5,468,5
66,5,400,6
66,5,2084,7
66,5,87,8
66,5,2246,9
67,14,44,1
68,24,2292,1
68,24,2291,2
68,24,1015,3
68,24,546,4
68,24,225,5
68,24,2336,6
68,24,64,7
68,24,2338,9
68,24,2299,10
68,24,901,11
68,24,2295,13
68,24,2337,14
68,24,2307,15
68,24,194,16
68,24,2328,17
68,24,2340,19
68,24,2229,20
68,24,99,21
68,24,1205,22
68,24,2321,23
68,24,2341,24
69,13,1015,1
69,13,2346,2
70,7,293,1
70,7,664,2
71,6,2366,1
71,6,2186,2
71,6,384,3
71,6,294,4
71,6,1387,5
72,23,2367,1
72,23,1318,2
72,23,135,3
72,23,2305,4
72,23,1366,5
72,23,2396,6
72,23,103,7
72,23,209,8
72,23,282,9
72,23,2400,10
72,23,400,12
73,10,2405,1
73,10,2416,2
73,10,2417,3
74,12,2425,1
74,12,71,2
74,12,70,3
74,12,2450,4
74,12,1254,5
74,12,179,6
74,12,273,7
74,12,1871,8
74,12,1461,9
74,12,393,10
74,12,287,11
74,12,2458,12
74,12,2459,13
74,12,2456,14
74,12,259,15
74,12,2460,16
74,12,41,17
74,12,319,18
74,12,283,19
74,12,2428,20
74,12,993,21
74,12,2461,22
75,7,885,2
75,7,888,3
76,8,18,1
76,8,6,2
76,8,107,3
76,8,143,4
76,8,361,5
76,8,2484,6
76,8,495,7
76,8,2482,8
76,8,1419,9
76,8,1455,10
77,13,1460,1
77,13,2498,2
77,13,2031,3
77,13,6,4
77,13,151,5
77,13,1719,6
77,13,2503,7
77,13,2508,8
77,13,1239,9
77,13,2510,10
77,13,1491,11
78,8,2522,1
78,8,2523,2
78,8,1782,3
79,20,14,1
79,20,6,2
79,20,1989,3
79,20,1790,4
79,20,617,5
79,20,2217,6
80,7,2533,1
80,7,2025,2
80,7,2540,3
81,9,2551,1
81,9,20,2
81,9,180,3
81,9,1973,4
81,9,178,5
81,9,2553,6
81,9,2554,7
81,9,306,8
81,9,281,9
81,9,6,10
81,9,2117,11
81,9,1141,12
82,7,2557,1
82,7,143,2
82,7,2556,3
82,7,2555,4
83,18,272,1
83,18,204,2
83,18,468,3
83,18,2153,4
83,18,1241,5
83,18,2384,6
83,18,483,7
83,18,997,8
83,18,2461,9
83,18,2590,10
83,18,2569,11
83,18,2591,12
83,18,29,13
83,18,2124,14
83,18,6,15
83,18,1861,16
83,18,1486,17
84,28,2604,1
84,28,2034,2
84,28,613,3
84,28,44,4
84,28,107,5
84,28,2620,6
84,28,2621,7
85,8,2622,1
85,8,2623,2
85,8,14,3
86,21,17,1
86,21,2626,2
86,21,2146,3
86,21,2636,4
86,21,415,5
86,21,385,6
86,21,2191,7
86,21,2653,8
86,21,901,9
86,21,1342,10
86,21,899,11
86,21,900,12
86,21,95,13
86,21,2654,14
87,16,468,1
87,16,45,2
87,16,1527,3
87,16,2078,4
87,16,337,5
87,16,2666,6
87,16,2443,7
87,16,2664,8
87,16,64,9
87,16,869,10
87,16,2667,11
87,16,271,12
87,16,2129,13
87,16,2671,14
87,16,260,15
87,16,629,16
87,16,1416,17
87,16,2677,18
87,16,1531,19
87,16,1290,20
87,16,135,21
87,16,14,22
87,16,2189,23
87,16,1342,24
87,16,2678,25
87,16,2679,26
87,16,87,27
87,16,2670,28
87,16,1426,29
87,16,152,30
87,16,2680,31
87,16,1364,32
87,16,2642,33
87,16,44,34
88,5,2681,1
88,5,2683,2
89,15,2698,5
89,15,350,6
89,15,2699,7
89,15,428,8
90,9,1364,1
90,9,748,2
90,9,498,3
91,9,117,1
91,9,2541,2
91,9,2319,3
91,9,190,4
91,9,483,6
91,9,1004,7
91,9,259,8
91,9,391,9
91,9,629,10
91,9,1376,11
91,9,430,12
91,9,2740,13
91,9,2743,14
91,9,1680,15
91,9,2741,16
91,9,2735,17
91,9,2753,18
92,17,2505,1
92,17,1434,2
92,17,2771,3
92,17,29,4
92,17,211,5
92,17,2124,6
92,17,1706,7
92,17,353,8
92,17,2718,9
92,17,842,11
94,14,826,1
94,14,0,2
95,19,6,1
95,19,135,2
95,19,1766,3
95,19,101,4
95,19,152,5
95,19,180,6
95,19,362,7
95,19,2839,8
95,19,633,9
95,19,993,10
95,19,143,11
95,19,2846,12
95,19,157,13
95,19,2847,15
96,5,143,1
96,5,44,2
96,5,186,3
96,5,27,4
96,5,2670,5
96,5,1015,7
96,5,1366,8
97,20,1031,1
97,20,1366,2
98,7,394,1
98,7,265,2
98,7,2886,3
98,7,41,4
98,7,1793,5
98,7,135,6
98,7,391,7
98,7,250,8
98,7,2887,9
98,7,387,10
98,7,2888,11
98,7,2889,12
98,7,385,13
98,7,351,14
98,7,2890,15
98,7,1484,16
98,7,2885,17
99,18,2904,1
100,6,2906,2
100,6,41,3
100,6,676,4
100,6,27,5
100,6,2908,8
101,8,1227,1
101,8,1852,2
101,8,1005,3
101,8,2912,4
102,4,2926,1
102,4,2927,3
102,4,2914,4
102,4,31,5
102,4,250,6
102,4,181,7
102,4,1600,8
102,4,44,9
102,4,2928,10
102,4,2929,11
102,4,1568,12
102,4,2924,13
102,4,2920,14
102,4,2930,15
102,4,831,16
102,4,2931,17
103,15,2944,1
103,15,1537,2
103,15,2937,3
103,15,2058,4
103,15,2960,5
103,15,2965,6
103,15,697,7
104,8,385,1
104,8,283,2
104,8,1362,3
104,8,233,4
104,8,45,5
104,8,107,6
104,8,483,7
104,8,1295,8
104,8,2971,9
105,7,2985,1
105,7,2980,2
105,7,2982,3
105,7,2991,4
105,7,50,5
105,7,195,6
105,7,82,7
105,7,1588,8
105,7,642,9
105,7,2996,10
105,7,821,11
105,7,266,12
105,7,514,13
105,7,1557,14
105,7,2984,15
105,7,2997,16
105,7,2998,17
106,21,44,1
106,21,1089,2
106,21,2322,3
106,21,1295,4
106,21,3027,5
106,21,209,6
106,21,231,7
106,21,143,8
106,21,360,9
106,21,178,10
106,21,329,11
106,21,68,12
106,21,400,13
106,21,1520,14
106,21,634,15
106,21,385,16
106,21,1468,17
106,21,3022,18
106,21,28,19
106,21,20,20
106,21,17,21
106,21,157,22
107,8,1144,1
107,8,910,2
107,8,1749,3
107,8,31,4
107,8,3056,5
107,8,3057,6
107,8,3043,7
107,8,1746,8
107,8,29,9
107,8,864,10
107,8,3040,11
107,8,3041,12
107,8,27,13
107,8,6,14
107,8,521,15
107,8,2032,16
107,8,1135,17
107,8,3058,19
107,8,2799,20
107,8,3059,21
107,8,2746,22
107,8,3050,23
107,8,1364,24
108,27,1955,1
109,6,3082,1
109,6,3083,2
110,5,274,1
110,5,483,2
110,5,3089,3
110,5,625,4
110,5,2189,5
110,5,1461,6
110,5,2718,7
110,5,391,8
110,5,3090,9
110,5,730,11
110,5,192,12
110,5,231,13
110,5,1295,14
110,5,1529,15
110,5,3091,16
110,5,143,17
110,5,3087,18
110,5,3088,19
110,5,2561,20
111,13,3093,1
111,13,17,2
111,13,2033,3
111,13,369,4
111,13,3119,5
111,13,1469,6
111,13,1467,7
111,13,3120,8
111,13,178,9
111,13,2558,10
111,13,2559,11
111,13,3121,12
111,13,3122,13
112,7,693,1
112,7,1585,2
112,7,3130,3
112,7,3131,4
112,7,3132,5
113,12,3141,1
113,12,3136,3
113,12,3147,4
113,12,3159,6
113,12,3160,7
114,28,6,1
114,28,63,2
114,28,42,3
114,28,109,4
115,4,1620,1
115,4,865,2
115,4,1029,3
115,4,172,4
115,4,153,5
115,4,3176,6
115,4,118,7
115,4,3177,8
115,4,2486,10
115,4,242,11
115,4,3178,12
115,4,3179,13
115,4,401,14
115,4,357,15
116,4,2516,1
117,11,496,1
117,11,365,2
117,11,2322,3
117,11,1728,4
117,11,1470,5
118,29,3206,3
118,29,3208,4
119,11,2217,1
119,11,3211,2
119,11,3212,3
119,11,1793,4
119,11,2517,5
119,11,1227,6
119,11,2911,7
119,11,1769,8
119,11,17,9
119,11,811,10
119,11,2841,11
120,9,1601,1
120,9,399,2
120,9,3227,3
120,9,1307,4
120,9,1472,5
120,9,2304,6
120,9,3229,7
120,9,3230,8
120,9,1269,9
121,14,598,1
121,14,3234,2
121,14,3141,3
121,14,3236,4
121,14,3250,5
121,14,1093,6
121,14,3046,7
121,14,3271,8
121,14,2964,10
121,14,3260,12
121,14,3265,13
121,14,525,15
121,14,3272,16
121,14,3273,17
121,14,3274,18
121,14,3243,19
122,10,243,1
122,10,901,2
122,10,1295,3
122,10,65,4
122,10,197,5
122,10,734,6
122,10,3077,7
122,10,143,8
122,10,199,9
123,17,3335,1
123,17,3349,2
123,17,1568,3
123,17,3316,4
123,17,3350,5
123,17,420,7
123,17,3354,9
123,17,2282,10
123,17,3355,11
123,17,3356,12
123,17,3328,14
123,17,3357,19
123,17,3333,20
124,12,1229,1
124,12,1524,2
124,12,71,3
124,12,3375,4
124,12,3364,5
124,12,1239,6
124,12,3376,7
124,12,2633,9
124,12,899,10
125,11,45,1
125,11,6,2
125,11,521,3
125,11,3384,4
125,11,3385,5
125,11,2103,6
125,11,176,7
126,4,391,1
126,4,44,2
126,4,18,3
126,4,852,4
126,4,27,5
126,4,2062,6
126,4,1858,7
126,4,1139,8
126,4,3389,9
127,10,2426,1
127,10,355,2
127,10,2322,3
127,10,430,4
127,10,3393,5
127,10,623,6
127,10,31,7
127,10,1241,8
128,25,3410,1
128,25,3414,2
128,25,495,3
128,25,18,4
128,25,1352,5
128,25,501,6
129,20,3493,1
129,20,3445,2
129,20,500,3
129,20,3422,6
129,20,3421,7
129,20,3491,9
129,20,3423,10
129,20,1385,12
129,20,1595,14
129,20,3436,15
129,20,3427,18
129,20,3452,19
129,20,1379,20
129,20,1597,21
129,20,3418,22
129,20,3453,24
129,20,2716,27
130,6,3511,1
130,6,498,2
130,6,557,3
130,6,499,4
130,6,1476,5
130,6,1364,6
130,6,2983,7
130,6,3518,8
130,6,3519,9
130,6,878,10
130,6,1732,11
130,6,3520,12
130,6,3521,13
131,5,683,1
131,5,3523,2
131,5,2963,3
131,5,157,4
131,5,3522,6
131,5,2271,7
131,5,143,8
131,5,350,9
131,5,12,10
131,5,42,11
131,5,270,12
132,4,1698,1
132,4,3226,2
132,4,1468,3
132,4,135,4
132,4,1493,5
132,4,145,6
132,4,146,7
133,6,3538,1
133,6,904,2
133,6,3541,4
133,6,3540,5
133,6,3536,6
134,33,3558,1
135,5,2798,1
135,5,828,2
135,5,3070,3
136,4,20,1
136,4,180,2
136,4,259,3
136,4,360,4
136,4,1321,5
136,4,3579,6
136,4,441,7
136,4,6,8
136,4,143,9
137,46,3598,1
137,46,1177,2
137,46,2291,3
137,46,220,4
137,46,3586,5
137,46,2658,6
138,15,718,1
138,15,436,2
138,15,424,3
138,15,3635,4
138,15,1730,5
138,15,1975,6
138,15,3140,7
138,15,3608,8
138,15,276,9
138,15,2658,10
138,15,3639,11
138,15,3640,12
138,15,3048,14
139,8,2596,1
139,8,41,2
139,8,3643,3
140,9,398,1
140,9,1318,2
140,9,2018,3
140,9,3646,4
140,9,3647,5
140,9,3645,6
140,9,41,7
140,9,181,8
141,41,3656,1
141,41,3635,2
141,41,3514,3
141,41,591,4
141,41,363,5
141,41,143,6
141,41,3672,7
141,41,518,8
141,41,2702,9
141,41,1006,10
141,41,3662,11
141,41,3689,12
141,41,168,13
141,41,1013,14
141,41,3690,15
141,41,2465,16
141,41,382,17
142,14,476,1
142,14,729,2
142,14,157,3
142,14,3706,4
142,14,53,5
142,14,3711,6
142,14,3712,7
142,14,3713,9
142,14,3704,11
142,14,3714,12
142,14,3715,13
143,8,231,1
143,8,3716,2
143,8,408,3
143,8,45,4
143,8,3757,6
143,8,1442,7
144,15,2717,1
144,15,1497,2
144,15,1558,3
144,15,86,4
144,15,1530,5
144,15,3778,6
144,15,2556,7
144,15,3764,8
144,15,28,9
144,15,3789,10
144,15,3790,11
144,15,3791,12
144,15,3792,13
144,15,2714,14
145,32,1951,1
145,32,3803,2
146,11,262,1
146,11,18,2
146,11,29,3
146,11,180,4
146,11,2668,5
146,11,1698,6
146,11,910,7
146,11,901,8
146,11,3881,9
146,11,3859,10
146,11,2458,11
146,11,3651,12
146,11,382,13
146,11,1911,14
147,19,44,1
147,19,20,2
147,19,107,3
147,19,505,4
147,19,186,5
147,19,3909,6
147,19,1221,7
147,19,177,8
147,19,307,9
148,35,3931,1
148,35,1606,2
148,35,3926,3
148,35,3991,4
148,35,1395,5
148,35,12,6
148,35,3705,7
148,35,1550,8
148,35,2059,9
148,35,3992,10
148,35,3912,11
148,35,3993,12
149,23,436,1
149,23,834,2
149,23,4006,3
150,3,4009,1
150,3,3234,2
150,3,1422,5
150,3,3225,6
150,3,4011,7
150,3,1106,8
151,5,1303,1
151,5,4014,2
151,5,2892,3
151,5,6,4
151,5,3369,5
151,5,4013,6
151,5,4020,7
151,5,4021,8
152,5,1150,1
152,5,2661,2
152,5,4029,3
152,5,4030,4
153,4,2681,1
153,4,44,2
153,4,1276,3
153,4,143,4
153,4,3644,5
153,4,324,6
153,4,4032,7
153,4,676,8
153,4,427,9
153,4,232,10
153,4,4033,11
153,4,1230,12
153,4,1947,13
154,13,4034,1
154,13,4061,2
154,13,4063,3
154,13,2963,4
154,13,4087,5
154,13,213,6
154,13,4062,8
154,13,4040,10
154,13,2475,11
154,13,4038,12
154,13,405,13
154,13,96,14
154,13,3988,15
154,13,4070,16
154,13,362,17
154,13,786,18
154,13,4088,19
154,13,4046,20
155,21,4093,1
155,21,4100,2
155,21,4089,3
155,21,143,4
155,21,29,5
155,21,795,6
155,21,45,7
155,21,3869,8
155,21,1449,9
155,21,233,10
155,21,3525,11
155,21,623,12
155,21,4113,13
155,21,906,14
155,21,1240,15
155,21,1440,16
155,21,394,17
156,14,1470,1
156,14,3025,2
157,12,4142,1
157,12,4140,2
157,12,3728,4
157,12,4159,5
157,12,20,6
157,12,4155,7
157,12,4158,8
158,11,4163,1
158,11,135,2
158,11,4161,3
158,11,1006,4
158,11,4169,5
158,11,4162,6
158,11,1408,7
158,11,1293,8
159,7,135,1
159,7,852,2
159,7,995,3
159,7,4100,4
159,7,45,5
159,7,4191,6
159,7,3362,7
159,7,231,8
159,7,246,9
160,6,1358,1
160,6,4197,2
160,6,4198,3
161,6,4218,1
161,6,2207,2
161,6,4215,3
161,6,2002,4
161,6,4219,5
161,6,4220,6
161,6,4221,7
161,6,4222,8
161,6,4213,9
161,6,1258,10
161,6,4223,11
161,6,2792,13
161,6,4224,14
161,6,1896,16
161,6,2284,17
161,6,2549,18
162,22,1429,1
163,7,1013,1
163,7,1305,2
163,7,399,3
163,7,2159,4
163,7,2157,5
163,7,4278,6
163,7,580,7
163,7,2042,8
163,7,4279,9
163,7,186,10
163,7,135,11
164,3,2913,2
164,3,4281,3
165,7,4292,1
165,7,1636,2
165,7,4285,3
165,7,4290,4
165,7,4291,5
165,7,451,6
165,7,1134,7
165,7,4298,8
165,7,2469,9
165,7,3778,10
165,7,44,11
165,7,190,12
165,7,2319,13
167,45,220,1
167,45,126,2
167,45,4382,3
167,45,1464,5
168,28,4399,1
168,28,40,2
168,28,4400,3
168,28,3902,4
168,28,2559,5
169,24,641,1
170,7,44,1
170,7,4445,2
170,7,353,3
170,7,441,4
170,7,3800,5
170,7,1144,6
170,7,389,7
171,14,4457,1
172,6,1522,1
173,6,2443,1
173,6,265,2
173,6,647,3
173,6,625,4
173,6,4470,5
173,6,181,6
173,6,351,7
174,6,4266,1
174,6,45,2
174,6,192,3
174,6,2846,4
174,6,74,5
174,6,4385,6
174,6,93,7
174,6,6,8
174,6,2542,9
174,6,2295,10
175,10,1524,1
175,10,1865,2
175,10,4512,3
175,10,2656,4
175,10,4513,5
176,26,4163,1
176,26,3175,2
176,26,3580,3
176,26,3393,4
177,5,4541,1
177,5,3400,2
177,5,4463,3
177,5,1213,4
177,5,4540,5
177,5,4542,7
177,5,994,9
177,5,1380,10
177,5,2164,11
177,5,66,13
177,5,64,14
177,5,68,15
177,5,4543,16
177,5,4544,17
177,5,27,18
177,5,4532,20
177,5,1876,22
177,5,203,23
177,5,233,25
177,5,3235,26
177,5,1890,27
178,12,3025,1
178,12,1028,2
178,12,1419,3
178,12,4195,4
178,12,4555,5
178,12,4549,6
178,12,4247,8
178,12,3907,9
178,12,4553,11
178,12,295,13
178,12,4121,14
178,12,1348,15
178,12,2658,16
178,12,2569,17
178,12,4567,18
178,12,1526,19
178,12,1527,20
178,12,1422,21
178,12,4545,22
178,12,31,23
178,12,2599,25
178,12,1335,26
179,7,4584,1
180,7,4597,2
180,7,4596,3
180,7,4598,5
180,7,4288,6
180,7,1840,7
180,7,1476,8
180,7,3876,9
180,7,273,10
180,7,1174,11
180,7,4599,12
181,33,1276,1
181,33,4614,2
181,33,121,3
181,33,4621,6
181,33,4624,7
